ID,Date,Time,Page Name,AVR_Age,product_name,Category,Reaction,Comments,Share ,Location,Review Rating
254,5/31/2022,4:23:00 PM,Nurjahan's,58,Sunglasses,Accessories,222,27,31,New York,4.8
255,06/02/2022,11:08:00 PM,Nabreez,58,Coat,Outerwear,3000,349,27,Virginia,3.9
256,06/04/2022,9:34:00 PM,Tailocare,19,Sunglasses,Accessories,1000,215,15,Maryland,3.7
257,06/06/2022,9:48:00 PM,Juliet's Creation,43,Blouse,Clothing,10000,2000,98,Texas,3.1
258,06/06/2022,12:00:00 PM,beautyboath.com.bd,27,Backpack,Accessories,1000,374,10,Louisiana,3
259,06/06/2022,7:30:00 PM,Carnesia,32,Belt,Accessories,927,466,11,Mississippi,2.9
260,06/07/2022,5:11:00 PM,Nurjahan's,28,Socks,Clothing,55,13,30,Ohio,2.9
261,06/08/2022,6:01:00 PM,Tasnim Fashion,48,Shoes,Footwear,768,88,10,Oregon,4
262,06/08/2022,11:29:00 PM,Red Velvet,43,Coat,Outerwear,3500,1500,179,Wyoming,3.5
263,06/10/2022,5:36:00 PM,Rafika's Closet,45,Sweater,Clothing,506,149,29,Pennsylvania,3.8
264,06/10/2022,10:33:00 PM,Ritzy Mound,26,Shirt,Clothing,1300,233,235,Oregon,4.5
265,06/11/2022,7:08:00 PM,Showstopper ,62,Shorts,Clothing,754,54,5,Oklahoma,2.7
266,06/11/2022,11:45:00 PM,NADIA BORKA HOUSE,58,Shirt,Clothing,2400,247,31,Colorado,2.9
267,06/11/2022,7:54:00 PM,Nashwan Fashion,19,Sunglasses,Accessories,1300,410,168,New York,4.9
268,06/12/2022,9:47:00 PM,Sarafan's Boutique,64,Shoes,Footwear,202,10,6,Minnesota,3.8
269,6/13/2022,11:29:00 PM,Orchild-redefine beauty,33,Sunglasses,Accessories,26,269,32,Texas,4.9
270,6/14/2022,2:27:00 PM,Godhuli,20,Handbag,Accessories,336,64,154,Wisconsin,4.6
271,6/14/2022,11:48:00 PM,Salina's Collection ,45,Sunglasses,Accessories,1500,425,183,Kentucky,3.5
272,6/15/2022,6:12:00 PM,Nurjahan's,28,Shirt,Clothing,3000,710,196,Pennsylvania,4.2
273,6/15/2022,10:58:00 PM,Lollis Bangladesh ,47,Shirt,Clothing,1800,618,124,Rhode Island,3.7
274,6/15/2022,11:54:00 PM,Unique Fashion ,54,Sweater,Clothing,2600,1100,199,Illinois,2.8
275,6/15/2022,5:16:00 PM,Bonolota,64,Handbag,Accessories,112,22,5,Maryland,4.8
276,6/16/2022,6:44:00 PM,Khan Brothers ,45,Shirt,Clothing,197,22,39,Missouri,2.7
277,6/16/2022,8:03:00 PM,GoodiesDeal,40,Jewelry,Accessories,551,74,2,Alabama,3.6
278,6/16/2022,10:24:00 PM,Hermizon Premium,31,Socks,Clothing,1500,152,26,Maine,4.5
279,6/16/2022,10:18:00 PM,Zarrar' Creation,38,T-shirt,Clothing,272,16,6,Mississippi,4
280,6/16/2022,9:12:00 PM,Cholonsoi,36,Jewelry,Accessories,564,50,14,Alabama,4.5
281,6/16/2022,9:25:00 PM,Seldom,65,Backpack,Accessories,1000,316,14,Alaska,3.9
282,6/16/2022,10:02:00 PM,Izbaah,27,Hat,Accessories,2000,256,8,Illinois,3.8
283,6/16/2022,8:20:00 PM,INGLOT Bangladesh,38,Gloves,Accessories,2000,1000,16,Idaho,4.7
284,6/17/2022,11:48:00 PM,Lam's World,58,Sneakers,Footwear,1600,200,25,North Carolina,4.6
285,6/17/2022,10:21:00 PM,Sree Jamdani,31,Skirt,Clothing,491,147,11,Washington,3.6
286,6/17/2022,9:05:00 PM,Suma's Attire,28,Handbag,Accessories,897,53,21,West Virginia,4.3
287,6/17/2022,6:18:00 PM,Fashion Factory,28,Sunglasses,Accessories,805,51,13,Maine,3
288,6/18/2022,10:29:00 PM,Juliet's Creation,32,Sweater,Clothing,1600,286,20,Kentucky,4.3
289,6/18/2022,10:07:00 PM,Girl Style BD,61,Handbag,Accessories,465,40,46,Massachusetts,4.8
290,6/18/2022,10:53:00 PM,Chowdhurani AyruvedA,38,Skirt,Clothing,4000,885,44,Pennsylvania,3.7
291,6/18/2022,8:32:00 PM,NUVIA,54,Socks,Clothing,344,146,344,Hawaii,2.6
292,6/19/2022,10:52:00 PM,One Stop,29,Shirt,Clothing,1600,171,24,Virginia,3.4
293,6/19/2022,3:31:00 PM,Happy Life - Popy & Asif,50,Sneakers,Footwear,608,92,19,New York,3.9
294,6/20/2022,12:31:00 PM,SULTANA's Kitchen ,32,Belt,Accessories,2500,269,15,Delaware,4.8
295,6/20/2022,11:00:00 PM,Shiny Treasure BD,38,Pants,Clothing,1300,927,200,Hawaii,2.8
296,6/20/2022,8:12:00 PM,Smart Shopping bd ,52,Jewelry,Accessories,571,321,14,Nebraska,4.4
297,6/20/2022,11:04:00 PM,Scarlet,61,Pants,Clothing,823,342,225,Vermont,3.1
298,6/21/2022,6:16:00 PM,Carnesia,25,Jewelry,Accessories,604,337,5,Iowa,3.8
299,6/21/2022,7:25:00 PM,Noori Fashion,22,Jeans,Clothing,554,46,10,Iowa,4.1
300,6/21/2022,10:59:00 PM,Venessa,47,Scarf,Accessories,568,15,6,Arkansas,4.6
301,6/21/2022,10:59:00 PM,Emporium JFP,50,Belt,Accessories,1100,79,35,Alabama,4.9
302,6/22/2022,7:30:00 PM,Carnesia,45,Dress,Clothing,569,48,4,Maryland,4.8
303,6/22/2022,11:26:00 PM,Emotion Bazaar,33,T-shirt,Clothing,1700,529,60,South Dakota,3.9
304,6/22/2022,6:54:00 PM,Adi Mohini Mohan Kanjilal Bangladesh ,42,Boots,Footwear,393,44,15,Vermont,2.6
305,6/23/2022,11:13:00 PM,Aohon Bari,52,Dress,Clothing,2000,487,236,Montana,3.7
306,6/23/2022,9:39:00 PM,Signature Color BD,69,Jewelry,Accessories,295,11,4,South Dakota,4.7
307,6/24/2022,4:22:00 PM,Gaurav Jewellers,55,Skirt,Clothing,6100,683,56,Ohio,4.5
308,6/24/2022,7:29:00 PM,Diva Bangladesh ,38,Handbag,Accessories,4100,297,29,Texas,4.7
309,6/24/2022,10:17:00 PM,Buy Your Dream,57,Coat,Outerwear,271,27,5,Indiana,3.6
310,6/24/2022,4:28:00 PM,Eziclick,33,Hoodie,Clothing,959,466,29,New Hampshire,2.8
311,6/25/2022,10:43:00 PM,Spark N Shine,57,Pants,Clothing,1300,291,589,California,4
312,6/25/2022,9:33:00 PM,Silk Heaven,52,Boots,Footwear,729,68,275,Maine,3.6
313,6/25/2022,4:59:00 PM,Sonarga Jewellers,44,Coat,Outerwear,4200,342,95,Ohio,3.8
314,6/25/2022,3:00:00 PM,Noor Jewellers BD,48,Scarf,Accessories,966,1200,93,Delaware,4.4
315,6/25/2022,7:59:00 PM,Gorgeous with Trend,52,Boots,Footwear,1400,55,73,Oklahoma,2.8
316,6/26/2022,10:32:00 PM,OHSOGO,34,Sneakers,Footwear,2000,248,11,Indiana,3.4
317,6/26/2022,10:30:00 PM,SkinWish,26,Sweater,Clothing,2300,303,127,South Carolina,4.9
318,6/26/2022,3:00:00 PM,Bio-Xin Cosmeceuticals,36,Belt,Accessories,3000,3000,256,Vermont,4.3
319,6/26/2022,8:15:00 PM,Arisha Fashion House,24,Jewelry,Accessories,2000,4000,201,Kansas,3.4
320,6/26/2022,7:34:00 PM,Raj Jewellers Ltd,30,Handbag,Accessories,976,340,68,Utah,3.9
321,6/26/2022,10:03:00 PM,Falaq's Collection ,31,Jacket,Outerwear,816,70,5,New York,4.2
322,6/27/2022,12:06:00 PM,Kaynat's Jewellery,25,Boots,Footwear,848,338,111,Indiana,2.7
323,6/27/2022,11:12:00 PM,Miss Glorious,57,Sneakers,Footwear,4000,6000,1000,Tennessee,4.1
324,6/27/2022,10:44:00 PM,LOTUS,61,Scarf,Accessories,1500,439,232,Georgia,4.5
325,6/27/2022,11:07:00 PM,Magical BD,30,Coat,Outerwear,632,38,6,Nebraska,2.8
326,6/28/2022,2:31:00 PM,Khandani Khanapina ,38,Shorts,Clothing,11000,3000,123,Washington,3.4
327,6/28/2022,8:34:00 PM,Sukaina's Dream,53,Shorts,Clothing,479,94,85,Idaho,3.9
328,6/28/2022,12:02:00 PM,Fashion Prangon,31,Jeans,Clothing,1400,691,279,Louisiana,2.6
329,6/28/2022,6:47:00 PM,Fashion Classy,70,Gloves,Accessories,1500,300,165,New Jersey,4.4
330,6/28/2022,3:13:00 PM,Excellence By Labonno Jahan,21,Pants,Clothing,860,272,10,Delaware,4.9
331,6/28/2022,8:27:00 PM,Tailor With Allo,33,Dress,Clothing,2000,631,25,Wisconsin,3.6
332,6/28/2022,9:18:00 PM,Nurjahan's,60,Pants,Clothing,160,28,10,West Virginia,2.8
333,6/28/2022,6:47:00 PM,Fashion Classy,45,Gloves,Accessories,1500,294,160,Texas,4.3
334,6/28/2022,10:03:00 PM,Jannat Exim,46,Belt,Accessories,1100,51,77,Hawaii,3
335,6/29/2022,4:27:00 PM,Khan Brothers ,62,Belt,Accessories,106,7,6,Arizona,3.3
336,6/29/2022,10:07:00 PM,NAQIA,63,Skirt,Clothing,1300,192,19,Louisiana,2.5
337,6/29/2022,11:25:00 PM,Mim Corporation BD,69,Socks,Clothing,916,224,16,Nevada,5
338,6/29/2022,9:16:00 PM,EFG Fashion ,46,Belt,Accessories,3000,3000,220,Rhode Island,4.3
339,6/29/2022,9:54:00 PM,Sany Footwear,69,Shirt,Clothing,837,311,114,Illinois,4.2
340,6/29/2022,7:00:00 PM,Sarafan's Boutique,66,Dress,Clothing,762,99,11,Utah,3.9
341,6/29/2022,9:32:00 PM,Mayaboti,41,Socks,Clothing,882,114,10,North Dakota,3.9
342,6/29/2022,10:12:00 PM,Tailor With Allo,32,Jacket,Outerwear,479,41,5,Kansas,4.2
343,6/29/2022,9:30:00 PM,Farhana Boutiques ,69,Sweater,Clothing,289,22,9,Nevada,3.5
344,6/29/2022,10:20:00 PM,Abohomaan by Rufaida,29,Jeans,Clothing,442,63,34,Virginia,2.5
345,6/30/2022,8:44:00 PM,SR Fashion Mart,70,Jewelry,Accessories,861,131,28,Utah,2.9
346,6/30/2022,4:00:00 PM,Other Things Sell,41,Sweater,Clothing,40,0,0,Idaho,2.7
347,6/30/2022,3:17:00 PM,NUVIA,31,Hoodie,Clothing,305,83,67,Alaska,4.7
348,6/30/2022,8:44:00 PM,JSNS Indian Churree Botiques House,31,Sunglasses,Accessories,3000,5000,598,New Hampshire,3.8
349,6/30/2022,7:16:00 PM,Flavourish Food,57,Sandals,Footwear,6000,2000,33,Ohio,3.7
350,6/30/2022,5:11:00 PM,Toya Mart,29,Coat,Outerwear,323,7500,706,Montana,4.7
351,6/30/2022,11:02:00 PM,Organic Solution BD,70,Belt,Accessories,692,532,609,Louisiana,3.6
352,6/30/2022,9:05:00 PM,KOLPOTORU,51,Blouse,Clothing,484,1600,266,Oregon,2.8
353,6/30/2022,10:11:00 PM,Style Edge,45,Skirt,Clothing,685,42,11,Arizona,3.7
354,6/30/2022,7:15:00 PM,Lavisho,18,Shorts,Clothing,419,37,8,Alaska,3.5
355,6/30/2022,4:25:00 PM,Carnesia,37,Dress,Clothing,1800,2200,100,Utah,3.7
356,6/30/2022,5:18:00 PM,Diamond Valley,23,Sunglasses,Accessories,1600,217,33,New York,3
357,6/30/2022,7:36:00 PM,Shundor-??????,39,Shoes,Footwear,12000,1900,288,New Mexico,4.9
358,07/01/2022,10:00:00 PM,Korean Mart - Bangladesh,62,Belt,Accessories,2500,682,292,Louisiana,4.6
359,07/01/2022,11:00:00 PM,Momo's Lense & Artistry,70,Belt,Accessories,61,135,13,Ohio,3.3
360,07/01/2022,3:29:00 PM,Nurjahan's,20,Belt,Accessories,326,11,6,Nevada,3
361,07/02/2022,6:00:00 PM,My Aura,42,Belt,Accessories,513,281,496,Idaho,3.5
362,07/02/2022,10:48:00 PM,Makeup Chari,41,Skirt,Clothing,1900,396,19,Arizona,4.2
363,07/02/2022,8:33:00 PM,Le Stylista,24,T-shirt,Clothing,727,290,172,Utah,4.5
364,07/02/2022,9:10:00 PM,Abohomaan by Rufaida,37,Scarf,Accessories,491,41,928,Wyoming,2.8
365,07/03/2022,9:00:00 PM,Eziclick,30,Blouse,Clothing,4200,396,1000,Indiana,4.9
366,07/03/2022,8:54:00 PM,Diamond House,58,Sunglasses,Accessories,1100,665,1000,Wisconsin,3.3
367,07/03/2022,10:05:00 PM,Papri,43,Boots,Footwear,3400,652,339,Texas,3
368,07/04/2022,4:23:00 PM,SR Fashion Mart,19,Jacket,Outerwear,691,66,13,Utah,3.9
369,07/05/2022,8:00:00 PM,Borsha Creation,23,Jeans,Clothing,4000,805,532,Arkansas,2.8
370,07/05/2022,6:02:00 PM,Scarlet,65,Sunglasses,Accessories,4800,1200,94,Pennsylvania,4.5
371,07/06/2022,5:00:00 PM,Shopno Chowa,58,Sandals,Footwear,375,182,12,Georgia,4
372,07/06/2022,10:30:00 PM,Cosmetiva,50,Backpack,Accessories,199,371,24,Indiana,2.9
373,07/06/2022,11:00:00 PM,Labonno's Henna Artwork,67,Blouse,Clothing,800,608,7,Idaho,4
374,07/06/2022,3:42:00 PM,NUVIA,40,Shoes,Footwear,121,87,14,Montana,3.4
375,07/07/2022,3:58:00 PM,NUVIA,55,Shirt,Clothing,290,37,19,Tennessee,2.5
376,07/07/2022,9:09:00 PM,Carnesia,52,Hoodie,Clothing,635,382,10,West Virginia,2.8
377,7/13/2022,8:30:00 PM,Queenly Demand,62,Dress,Clothing,89,15,4,California,3
378,7/13/2022,4:00:00 PM,Flormar Bangladesh,64,Dress,Clothing,94,39,13,Georgia,3.1
379,7/16/2022,3:00:00 PM,Noor Jewellers BD,43,Sneakers,Footwear,1700,328,133,Maryland,2.6
380,7/18/2022,3:00:00 PM,Noor Jewellers BD,61,Blouse,Clothing,883,287,117,Idaho,4.9
381,7/18/2022,10:23:00 PM,Aster Lifestyle,26,Backpack,Accessories,122,97,3,California,3.5
382,7/19/2022,11:00:00 PM,Westerna,22,Sweater,Clothing,96,21,117,Alabama,2.6
383,7/20/2022,3:00:00 PM,Happy Life - Popy & Asif,51,Boots,Footwear,1000,167,135,Utah,3.5
384,7/20/2022,9:00:00 PM,Eziclick,69,Handbag,Accessories,3000,625,135,Kentucky,4.5
385,7/20/2022,3:30:00 PM,Eziclick,50,Hoodie,Clothing,2000,1500,73,Vermont,4.3
386,7/20/2022,10:00:00 PM,Lisa Online Shop,51,Belt,Accessories,737,102,39,Iowa,4.8
387,7/20/2022,9:00:00 PM,Choosett,56,Jewelry,Accessories,98,48,2,Georgia,4.2
388,7/21/2022,6:00:00 PM,Happy Life - Popy & Asif,59,Blouse,Clothing,793,158,143,Alabama,3.2
389,7/21/2022,10:00:00 PM,Daimond House,18,Handbag,Accessories,1200,459,262,Nebraska,4.1
390,7/21/2022,1:00:00 PM,Matching Touch,48,Handbag,Accessories,20,0,1,Rhode Island,4
391,7/22/2022,3:00:00 PM,Shahzadi & Shennaz,53,Coat,Outerwear,160,34,80,South Dakota,2.9
392,7/22/2022,3:00:00 PM,Noor Jewellers BD,45,Belt,Accessories,1200,388,83,Illinois,2.6
393,7/22/2022,6:00:00 PM,Happy Life - Popy & Asif,21,Boots,Footwear,911,232,187,North Carolina,2.7
394,7/22/2022,5:00:00 PM,Brave,42,Socks,Clothing,1000,4000,573,Florida,4.6
395,7/22/2022,6:00:00 PM,Lisa Online Shop,60,Shoes,Footwear,1500,3000,253,Pennsylvania,3.2
396,7/22/2022,8:00:00 PM,Lisa Online Shop,21,Sneakers,Footwear,2000,5000,375,Vermont,4.1
397,7/22/2022,3:39:00 PM,Happy Life - Popy & Asif,69,Jewelry,Accessories,939,230,109,Colorado,3.9
398,7/22/2022,4:00:00 PM,Kacchi Pradise,40,Handbag,Accessories,2000,840,41,Utah,3
399,7/22/2022,8:30:00 PM,WOW Collection,31,Coat,Outerwear,203,214,274,Kentucky,3.6
400,7/22/2022,3:00:00 PM,Colourful,44,Sunglasses,Accessories,2400,3000,514,Wyoming,4.6
401,7/22/2022,9:00:00 PM,7Lake's.com ,48,Shoes,Footwear,773,378,79,Maine,4.5
402,7/22/2022,9:00:00 PM,Oasis Outfit,32,Shoes,Footwear,404,100,10,Maine,3.2
403,7/22/2022,7:48:00 PM,Mohis Collection BD,42,Boots,Footwear,3600,2100,97,New Hampshire,4.9
404,7/22/2022,10:28:00 PM,Ping Pong Bangladesh,27,Sandals,Footwear,2700,904,71,Kansas,5
405,7/23/2022,6:00:00 PM,Happy Life - Popy & Asif,69,Gloves,Accessories,976,127,111,New Jersey,3.8
406,7/23/2022,8:00:00 PM,Falgoon,67,Backpack,Accessories,3000,3000,507,North Carolina,3.4
407,7/23/2022,9:00:00 PM,Lisa Online Shop,41,Handbag,Accessories,1000,4000,570,West Virginia,3.8
408,7/23/2022,9:00:00 PM,Eziclick,46,Sweater,Clothing,2600,1000,39,Kentucky,3.2
409,7/23/2022,9:00:00 PM,Stylish Abaya,47,Coat,Outerwear,1100,53,123,California,4.7
410,7/23/2022,4:00:00 PM,Oasis Outfit,33,T-shirt,Clothing,402,67,13,South Dakota,4.5
411,7/23/2022,4:34:00 PM,NUVIA,51,Backpack,Accessories,371,44,26,California,3.3
412,7/24/2022,5:00:00 PM,Lifestyleshop.com,26,Sunglasses,Accessories,298,43,4,Connecticut,3.9
413,7/24/2022,9:00:00 PM,Online ShopingBD,22,Belt,Accessories,453,130,6,Idaho,3.6
414,7/24/2022,6:00:00 PM,Happy Life - Popy & Asif,49,Jacket,Outerwear,1000,174,111,North Dakota,2.8
415,7/24/2022,9:30:00 PM,Lesia by Farzana ,58,Skirt,Clothing,295,7,1,Michigan,4.3
416,7/24/2022,9:30:00 PM,Wahidas Fresh Food,70,Belt,Accessories,3000,1000,31,Missouri,3.5
417,7/24/2022,10:30:00 PM,Amlaki,32,Boots,Footwear,759,147,11,California,4.2
418,7/24/2022,8:00:00 PM,Alvina,62,Jeans,Clothing,61,21,6,Delaware,4.6
419,7/24/2022,8:00:00 PM,Fashion Maker,52,Shoes,Footwear,94,20,1,Alabama,2.6
420,7/24/2022,5:00:00 PM,GlamDust,23,Sweater,Clothing,331,444,111,New Hampshire,3.4
421,7/25/2022,11:30:00 PM,Fartas,26,Jewelry,Accessories,562,59,7,New York,3.1
422,7/25/2022,11:30:00 PM,Shop with Nipun's Gallery,58,Shirt,Clothing,304,353,134,Oregon,3.6
423,7/25/2022,8:30:00 PM,Shop with Nipun's Gallery,26,Boots,Footwear,420,292,195,Massachusetts,4.2
424,7/25/2022,11:05:00 PM,Aster Lifestyle,54,Shorts,Clothing,410,85,157,Utah,3.6
425,7/25/2022,6:00:00 PM,Mini's Outlook,66,Handbag,Accessories,2000,2000,319,New Hampshire,3.6
426,7/25/2022,10:00:00 PM,RJ Fashion & Jewellery,60,Sweater,Clothing,539,166,18,Illinois,3
427,7/25/2022,10:00:00 PM,Abaya & Grown,32,Belt,Accessories,218,157,7,Alaska,2.5
428,7/25/2022,6:30:00 PM,Wardrobe Collections,48,Belt,Accessories,702,97,14,Wyoming,4
429,7/25/2022,8:19:00 PM,Swanky Style Hub,69,Hoodie,Clothing,1000,273,5,Colorado,4.1
430,7/26/2022,10:01:00 PM,OHSOGO,64,Sneakers,Footwear,2000,423,157,Vermont,4.9
431,7/26/2022,8:00:00 PM,New Look,56,T-shirt,Clothing,138,70,24,Utah,4
432,7/26/2022,3:00:00 PM,Tansi,22,Pants,Clothing,2000,2000,78,Illinois,3.5
433,7/26/2022,9:00:00 PM,Lifestyle By Moana,46,Scarf,Accessories,2000,978,76,Idaho,3.2
434,7/26/2022,4:00:00 PM,Noksha Kutir,24,Sweater,Clothing,2000,4000,809,Nevada,2.8
435,7/26/2022,6:00:00 PM,Cooking Stove,47,Handbag,Accessories,2000,1000,60,Utah,3.5
436,7/26/2022,4:00:00 PM,Milana,62,Shirt,Clothing,69,50,505,North Carolina,3.1
437,7/26/2022,5:00:00 PM,Choice Home,34,Dress,Clothing,355,221,704,Arkansas,3.3
438,7/26/2022,3:00:00 PM,Classy Clothes,50,Sandals,Footwear,118,141,122,North Carolina,4.6
439,7/26/2022,4:20:00 PM,Roya,29,Shirt,Clothing,300,68,12,Texas,4.9
440,7/26/2022,5:00:00 PM,Alvina,68,Dress,Clothing,12,4,0,Nevada,3.4
441,7/26/2022,11:00:00 PM,Nikkon,52,Sunglasses,Accessories,62,20,0,Utah,3.5
442,7/26/2022,4:00:00 PM,BeautyBazz,29,Socks,Clothing,362,76,6,Pennsylvania,4.8
443,7/26/2022,3:00:00 PM,S.A Corporation,22,Sandals,Footwear,2000,563,33,Georgia,2.7
444,7/26/2022,5:00:00 PM,S.A Corporation,62,Hat,Accessories,2000,267,44,Minnesota,3.4
445,7/26/2022,5:00:00 PM,Toya Mart,69,Shirt,Clothing,303,5000,792,Kansas,3.5
446,7/26/2022,10:00:00 PM,Fashion Prangon,48,Shoes,Footwear,223,2000,66,Delaware,3.7
447,7/26/2022,11:00:00 PM,Sporoho BD,66,Pants,Clothing,281,259,92,New Mexico,3.3
448,7/26/2022,9:00:00 AM,NIBIR Fashion,42,Shirt,Clothing,5000,708,116,Michigan,2.9
449,7/26/2022,9:00:00 PM,Taiyeba's Collection,50,Hat,Accessories,523,2000,213,Vermont,3.9
450,7/26/2022,5:00:00 PM,Satrang,32,Jewelry,Accessories,95,23,8,Idaho,2.7
451,7/26/2022,10:00:00 PM,GlamGrl,51,Jacket,Outerwear,131,161,457,South Dakota,4.3
452,7/26/2022,10:00:00 PM,Zayaan's Exclusive Collection,27,Shirt,Clothing,549,120,33,Illinois,3
453,7/26/2022,4:00:00 PM,Trendy By Farzana,43,Pants,Clothing,69,57,29,Georgia,5
454,7/26/2022,11:30:00 PM,Fartas,48,Skirt,Clothing,392,64,10,Oregon,2.7
455,7/26/2022,11:00:00 PM,Sanvee's Dream,62,Sandals,Footwear,4000,9500,441,Alabama,4.7
456,7/26/2022,7:30:00 PM,Israt Shopping Online,65,Blouse,Clothing,1700,1900,32,Hawaii,4.6
457,7/26/2022,6:00:00 PM,Wardrobe Collections,50,Socks,Clothing,342,60,4,Oregon,3.2
458,7/26/2022,9:46:00 PM,Israt Shopping Online,60,Jacket,Outerwear,2400,652,13,Illinois,4.3
459,7/27/2022,6:00:00 PM,Wardrobe Collections,19,Handbag,Accessories,1000,41,31,Texas,4.6
460,7/27/2022,7:24:00 PM,Aporupa,21,Belt,Accessories,163,61,26,Kansas,4.9
461,7/27/2022,7:26:00 PM,Smart Shoppingbd,19,Blouse,Clothing,1000,2000,513,Texas,3.8
462,7/27/2022,11:35:00 PM,Exclusive Dresses,46,Shirt,Clothing,48,36,118,Nebraska,2.6
463,7/27/2022,12:43:00 AM,Shidur,21,Handbag,Accessories,33,14,0,Arkansas,4.7
464,7/27/2022,11:00:00 PM,MT Mart,26,Scarf,Accessories,543,577,27,South Dakota,4.1
465,7/27/2022,4:08:00 PM,Classical Collection by Afra,50,Coat,Outerwear,1000,512,1000,Montana,3.7
466,7/27/2022,4:20:00 PM,Closet Cloud,43,Hoodie,Clothing,355,45,7,Florida,3
467,7/27/2022,3:58:00 PM,Exclusive by Ayesha,61,Shorts,Clothing,1000,1000,30,Virginia,4.7
468,7/27/2022,4:30:00 PM,Blue bell attire,63,Sandals,Footwear,167,57,14,Louisiana,4.7
469,7/27/2022,2:30:00 PM,Surachara Febrics,46,Shirt,Clothing,343,149,115,Louisiana,4
470,7/27/2022,3:36:00 PM,Nahida Fashion House,63,Hoodie,Clothing,32,823,343,Louisiana,2.6
471,7/27/2022,3:36:00 PM,Anzara,23,Socks,Clothing,419,179,683,Georgia,3
472,7/27/2022,3:36:00 PM,Be Stylish by Mou,57,Handbag,Accessories,157,371,48,Iowa,3.3
473,7/27/2022,4:18:00 PM,Shatkahon,57,Jewelry,Accessories,138,83,49,California,3.4
474,7/27/2022,5:30:00 PM,Fashion for You,33,Coat,Outerwear,110,54,511,Oregon,4
475,7/27/2022,5:30:00 PM,Fashionable Dress,57,Sunglasses,Accessories,464,251,9,Maine,2.6
476,7/27/2022,6:48:00 PM,Style Mart Brand,55,Gloves,Accessories,195,58,16,Louisiana,3.4
477,7/27/2022,7:01:00 PM,Aarmoire,65,Jacket,Outerwear,36,8,2,Arkansas,4.4
478,7/27/2022,6:00:00 PM,Classy Attire,60,Sandals,Footwear,514,248,27,Maryland,4.7
479,7/27/2022,5:00:00 PM,Katan Sarer Mela,52,Pants,Clothing,193,112,1000,Vermont,4.5
480,7/27/2022,5:00:00 PM,MT Mart,34,Jacket,Outerwear,273,310,44,North Dakota,2.9
481,7/27/2022,10:28:00 PM,S.A Corporation,33,Sweater,Clothing,3100,512,28,Michigan,4.2
482,7/28/2022,9:05:00 PM,Lubabah,58,T-shirt,Clothing,904,171,57,Arkansas,4.1
483,7/28/2022,10:58:00 PM,Fitback/Bd,35,Boots,Footwear,1000,361,30,Kentucky,4.4
484,7/29/2022,3:34:00 PM,NUVIA,68,Shoes,Footwear,504,131,350,Indiana,4.7
485,7/31/2022,4:58:00 PM,Kushimona,58,Skirt,Clothing,5600,1500,116,Minnesota,3.1
486,7/31/2022,6:09:00 PM,Maheroo Style,34,Coat,Outerwear,2500,944,135,Louisiana,2.7
487,08/01/2022,12:30:00 PM,Noor Jewellers BD,47,Blouse,Clothing,1000,28,11,Kentucky,4.6
488,08/03/2022,11:31:00 PM,Laviro,35,Sunglasses,Accessories,3000,691,20,Georgia,4.4
489,08/03/2022,9:22:00 PM,Clothing Express,34,Gloves,Accessories,1800,125,47,Alaska,4.6
490,08/03/2022,10:38:00 PM,Fashion Glam,36,Sunglasses,Accessories,724,75,29,Mississippi,4.9
491,08/03/2022,5:46:00 PM,Senco Gold,23,Sneakers,Footwear,2800,205,49,Kansas,4
492,08/04/2022,5:02:00 PM,Raj Jewellers Ltd,68,Hoodie,Clothing,1700,71,23,Arizona,2.9
493,08/04/2022,10:43:00 PM,Nazana By Nishu,23,Boots,Footwear,1000,365,11,Maine,2.6
494,08/04/2022,9:21:00 PM,Farmasi Bangladesh,57,Handbag,Accessories,3000,506,751,Texas,4.6
495,08/05/2022,6:01:00 PM,Wardrobe Collections,21,Shirt,Clothing,2100,52,36,Virginia,4.9
496,08/05/2022,7:54:00 PM,Kaniz Boutiques Creation,45,Sweater,Clothing,3400,6500,2500,North Dakota,4.3
497,08/05/2022,9:40:00 PM,BD Fashion Zone,37,Shorts,Clothing,366,69,21,West Virginia,4.3
498,08/05/2022,9:11:00 PM,Fashion Box,18,Belt,Accessories,986,75,15,North Carolina,4.6
499,08/06/2022,4:07:00 PM,Daimond Palace LTD,55,Blouse,Clothing,2000,5000,940,Georgia,2.6
500,08/06/2022,5:03:00 PM,Carnesia,52,T-shirt,Clothing,580,161,25,New Mexico,3.1
501,08/06/2022,9:19:00 PM,BBD Fashion Zone,49,Belt,Accessories,233,45,2,North Carolina,3.1
502,08/07/2022,9:20:00 PM,Fashion Box,56,Socks,Clothing,990,169,53,Alabama,3.1
503,08/07/2022,4:20:00 PM,Nurjahan's,27,Belt,Accessories,2700,1100,111,Connecticut,4.4
504,08/07/2022,6:23:00 PM,Gaurav Jewellers,22,Handbag,Accessories,859,71,24,Montana,4.3
505,08/07/2022,5:08:00 PM,Violeta,18,Shirt,Clothing,828,72,8,Montana,3.1
506,08/08/2022,3:42:00 PM,Babies Collection ,21,Belt,Accessories,4200,3100,248,Maine,3.1
507,08/08/2022,5:02:00 PM,Gaurav Jewellers,30,Jewelry,Accessories,4000,386,76,Mississippi,4.9
508,08/08/2022,8:13:00 PM,Mahia,62,Hat,Accessories,4100,2200,226,Louisiana,2.9
509,08/08/2022,10:40:00 PM,Elma Boutique,28,Backpack,Accessories,3100,1300,61,Nebraska,3.8
